"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_002E","B08201_002M","B08201_003E","B08201_003M","B08201_004E","B08201_004M","B08201_005E","B08201_005M","B08201_006E","B08201_006M","B08201_007E","B08201_007M","B08201_008E","B08201_008M","B08201_009E","B08201_009M","B08201_010E","B08201_010M","B08201_011E","B08201_011M","B08201_012E","B08201_012M","B08201_013E","B08201_013M","B08201_014E","B08201_014M","B08201_015E","B08201_015M","B08201_016E","B08201_016M","B08201_017E","B08201_017M","B08201_018E","B08201_018M","B08201_019E","B08201_019M","B08201_020E","B08201_020M","B08201_021E","B08201_021M","B08201_022E","B08201_022M","B08201_023E","B08201_023M","B08201_024E","B08201_024M","B08201_025E","B08201_025M","B08201_026E","B08201_026M","B08201_027E","B08201_027M","B08201_028E","B08201_028M","B08201_029E","B08201_029M","B08201_030E","B08201_030M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No vehicle available","Margin of Error!!Total:!!No vehicle available","Estimate!!Total:!!1 vehicle available","Margin of Error!!Total:!!1 vehicle available","Estimate!!Total:!!2 vehicles available","Margin of Error!!Total:!!2 vehicles available","Estimate!!Total:!!3 vehicles available","Margin of Error!!Total:!!3 vehicles available","Estimate!!Total:!!4 or more vehicles available","Margin of Error!!Total:!!4 or more vehicles available","Estimate!!Total:!!1-person household:","Margin of Error!!Total:!!1-person household:","Estimate!!Total:!!1-person household:!!No vehicle available","Margin of Error!!Total:!!1-person household:!!No vehicle available","Estimate!!Total:!!1-person household:!!1 vehicle available","Margin of Error!!Total:!!1-person household:!!1 vehicle available","Estimate!!Total:!!1-person household:!!2 vehicles available","Margin of Error!!Total:!!1-person household:!!2 vehicles available","Estimate!!Total:!!1-person household:!!3 vehicles available","Margin of Error!!Total:!!1-person household:!!3 vehicles available","Estimate!!Total:!!1-person household:!!4 or more vehicles available","Margin of Error!!Total:!!1-person household:!!4 or more vehicles available","Estimate!!Total:!!2-person household:","Margin of Error!!Total:!!2-person household:","Estimate!!Total:!!2-person household:!!No vehicle available","Margin of Error!!Total:!!2-person household:!!No vehicle available","Estimate!!Total:!!2-person household:!!1 vehicle available","Margin of Error!!Total:!!2-person household:!!1 vehicle available","Estimate!!Total:!!2-person household:!!2 vehicles available","Margin of Error!!Total:!!2-person household:!!2 vehicles available","Estimate!!Total:!!2-person household:!!3 vehicles available","Margin of Error!!Total:!!2-person household:!!3 vehicles available","Estimate!!Total:!!2-person household:!!4 or more vehicles available","Margin of Error!!Total:!!2-person household:!!4 or more vehicles available","Estimate!!Total:!!3-person household:","Margin of Error!!Total:!!3-person household:","Estimate!!Total:!!3-person household:!!No vehicle available","Margin of Error!!Total:!!3-person household:!!No vehicle available","Estimate!!Total:!!3-person household:!!1 vehicle available","Margin of Error!!Total:!!3-person household:!!1 vehicle available","Estimate!!Total:!!3-person household:!!2 vehicles available","Margin of Error!!Total:!!3-person household:!!2 vehicles available","Estimate!!Total:!!3-person household:!!3 vehicles available","Margin of Error!!Total:!!3-person household:!!3 vehicles available","Estimate!!Total:!!3-person household:!!4 or more vehicles available","Margin of Error!!Total:!!3-person household:!!4 or more vehicles available","Estimate!!Total:!!4-or-more-person household:","Margin of Error!!Total:!!4-or-more-person household:","Estimate!!Total:!!4-or-more-person household:!!No vehicle available","Margin of Error!!Total:!!4-or-more-person household:!!No vehicle available","Estimate!!Total:!!4-or-more-person household:!!1 vehicle available","Margin of Error!!Total:!!4-or-more-person household:!!1 vehicle available","Estimate!!Total:!!4-or-more-person household:!!2 vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!2 vehicles available","Estimate!!Total:!!4-or-more-person household:!!3 vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!3 vehicles available","Estimate!!Total:!!4-or-more-person household:!!4 or more vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!4 or more vehicles available"
"0500000US06067","Sacramento County, California","556752","2991","34819","3032","180851","6270","210644","5789","82920","3939","47518","2897","148778","6606","23506","2590","101895","5171","18735","2281","3284","1068","1358","614","176156","6472","5630","1196","45166","4074","98108","4447","20297","1933","6955","1268","89791","4508","2728","1024","17886","2555","35254","3089","25093","2500","8830","1508","142027","5164","2955","941","15904","2618","58547","3766","34246","2916","30375","2628"
"0500000US06071","San Bernardino County, California","644758","4633","28343","2639","168515","7266","235134","7147","128871","5933","83895","5007","125502","6101","14752","1795","83125","4936","21836","2711","3203","1064","2586","1229","175413","6020","5851","1468","41785","3412","91356","5039","27562","2856","8859","1320","115058","6144","3988","1371","20212","3307","42706","4172","36778","3064","11374","1943","228785","6493","3752","1049","23393","3569","79236","4520","61328","4452","61076","4558"
"0500000US06073","San Diego County, California","1132434","6683","65028","4366","329104","9353","451646","10221","185673","6842","100983","5366","269488","9118","41716","3766","188535","7441","30596","3100","6562","1590","2079","900","373751","9698","12482","1901","84531","5582","216172","8165","49324","3377","11242","1565","188449","6930","4989","1145","28162","3356","79855","5290","57452","3947","17991","2031","300746","8534","5841","1323","27876","3035","125023","6086","72335","4305","69671","4818"
"0500000US06075","San Francisco County, California","365851","4759","118337","5951","152418","5126","67285","4003","21483","2164","6328","1271","133760","5921","74034","4726","54663","3597","4138","1080","808","594","117","145","119768","4969","29193","3253","58437","3887","27277","2449","4529","1193","332","210","51540","3695","8433","1664","21792","2358","14171","2023","6024","1102","1120","501","60783","3501","6677","1783","17526","2474","21699","2200","10122","1319","4759","1141"
"0500000US06077","San Joaquin County, California","230241","2816","13379","1645","58522","3718","82014","4071","45184","3664","31142","2612","46514","3068","7972","1199","28079","2675","8178","1649","1240","563","1045","638","64654","3314","2186","710","15223","1936","31791","2652","10951","1460","4503","1314","35103","3182","1218","662","5356","1303","14750","2059","8458","1500","5321","1270","83970","3710","2003","752","9864","1926","27295","2599","24535","2856","20273","2341"
"0500000US06079","San Luis Obispo County, California","106512","2641","5562","1224","29204","2799","37476","2528","20535","2563","13735","1871","28447","2461","3170","1115","18333","2290","5000","1271","1186","551","758","426","41340","3199","1613","698","7773","1359","19969","2085","8012","1628","3973","1322","15290","2293","83","139","1498","740","6221","1300","6006","1629","1482","481","21435","2068","696","578","1600","874","6286","1371","5331","1180","7522","1334"
"0500000US06081","San Mateo County, California","265003","2718","15063","2565","77405","4079","105675","4048","41919","2627","24941","2267","60842","3617","9153","1848","42212","2894","7970","1730","1208","411","299","253","88002","4194","3790","1288","21225","2233","46302","2961","13140","1818","3545","895","45049","3000","1413","899","6680","1191","20982","2347","10690","1279","5284","857","71110","3873","707","429","7288","1603","30421","3117","16881","2071","15813","2103"
"0500000US06083","Santa Barbara County, California","146466","2271","11908","1864","44937","3119","53958","3100","21043","2289","14620","1970","40887","2874","8466","1789","26650","2814","4162","1007","937","495","672","381","44569","2825","1769","631","9173","1462","25475","2299","6346","1130","1806","672","20964","2246","1077","674","3955","1063","7776","1558","5926","1120","2230","689","40046","2655","596","288","5159","1345","16545","1911","7834","1630","9912","1630"
"0500000US06085","Santa Clara County, California","643637","4477","36530","3096","180173","6157","259249","7400","105936","4391","61749","3920","137042","5268","21371","2460","94479","4706","16576","2134","3393","974","1223","542","203245","7007","8971","1690","53201","4085","111340","5144","23386","2474","6347","1228","118924","5760","2449","789","18350","2844","54374","4088","32666","2530","11085","1672","184426","6092","3739","1051","14143","1983","76959","4160","46491","3229","43094","3558"
"0500000US06087","Santa Cruz County, California","97710","2076","5124","1288","26148","2755","35019","2404","20202","2353","11217","1659","27359","2642","3038","959","18310","2334","5228","1117","487","337","296","273","31744","2402","1289","686","5685","1193","16371","1987","6383","1190","2016","794","16219","2027","629","540","1016","543","5275","1365","6479","1522","2820","845","22388","2356","168","174","1137","758","8145","1650","6853","1482","6085","1190"
"0500000US06089","Shasta County, California","72714","1501","4671","1115","20142","1964","28960","2187","12827","1520","6114","1113","21089","2069","3631","974","11900","1596","5026","1246","292","223","240","212","26709","2036","677","349","4365","1118","15798","1854","4346","914","1523","412","9247","1449","63","91","1942","733","2496","675","3632","983","1114","501","15669","1543","300","282","1935","909","5640","955","4557","1056","3237","962"
"0500000US06095","Solano County, California","150393","1826","6855","1463","38993","3077","53798","3537","32458","2618","18289","2043","34647","3075","4340","1169","21848","2404","6840","1618","1307","662","312","191","49842","3514","1428","718","10513","1747","25512","2564","9702","1494","2687","810","25962","2423","438","474","3201","1173","9621","1489","9338","1747","3364","947","39942","2756","649","402","3431","1216","11825","1940","12111","1695","11926","1675"
"0500000US06097","Sonoma County, California","190689","2478","9097","1697","51257","3542","74195","4164","35818","3361","20322","2661","51370","3368","6597","1347","34666","3097","7581","1574","1605","795","921","486","68508","3067","1630","796","11171","1980","39806","2976","11548","1377","4353","1150","26276","2382","161","205","3028","939","10086","1597","9292","1660","3709","1139","44535","2594","709","419","2392","859","16722","2151","13373","2260","11339","1856"
"0500000US06099","Stanislaus County, California","174698","2116","7618","1659","48944","3259","65519","3301","36378","2763","16239","2285","34914","2985","3810","975","22958","2618","6828","1147","729","377","589","410","54428","3369","2898","1088","13576","1793","27811","2561","7932","1357","2211","788","29293","2560","643","541","6430","1615","10497","1665","9403","1604","2320","903","56063","3234","267","238","5980","1440","20383","2256","18314","2327","11119","1861"
"0500000US06101","Sutter County, California","33039","731","1692","664","8372","1353","12518","1468","6958","1282","3499","916","7556","1313","1119","538","4459","926","1488","638","265","237","225","245","10039","1339","407","294","1810","669","5122","984","2019","783","681","516","5552","1026","23","39","1132","589","2215","632","1773","664","409","254","9892","1192","143","170","971","597","3693","717","2901","926","2184","659"
"0500000US06103","Tehama County, California","25310","1013","1241","862","6927","1611","10040","1635","4670","1133","2432","916","6367","1566","646","659","4140","1223","1335","647","179","174","67","109","9777","1450","233","280","1916","848","4759","1172","2063","879","806","525","3587","1253","36","44","725","760","1594","1010","779","448","453","312","5579","1424","326","440","146","204","2352","1135","1649","698","1106","631"
"0500000US06107","Tulare County, California","144109","1768","7829","1752","36866","3510","55270","4394","26130","2640","18014","2811","23866","3041","3736","1005","13841","2322","5501","1592","572","405","216","201","36542","3201","2130","881","8370","1381","15671","2402","7272","1416","3099","1363","27992","3286","1216","1042","4980","1353","12304","2497","5375","1418","4117","1610","55709","4076","747","536","9675","2656","21794","3028","12911","2190","10582","2516"
"0500000US06111","Ventura County, California","268524","3070","12795","1900","70127","4140","102702","4622","47581","3066","35319","3092","58325","3944","7739","1728","39796","3152","8516","1708","1581","719","693","445","86102","3752","2765","800","17038","2323","48895","3513","12604","1485","4800","1017","44821","3643","1238","587","5818","1200","17583","2174","14867","1794","5315","995","79276","3293","1053","552","7475","1636","27708","2871","18529","1941","24511","2442"
"0500000US06113","Yolo County, California","76075","1259","5534","1144","23274","2290","27641","2249","12930","1817","6696","1574","15935","2111","2858","917","10390","1745","2296","780","255","176","136","214","25159","2565","1499","621","7363","1539","11483","1662","3773","1005","1041","548","13529","1822","552","376","2738","950","5265","1036","3631","912","1343","798","21452","2076","625","333","2783","1270","8597","1489","5271","1405","4176","1175"
"0500000US06115","Yuba County, California","26827","921","1990","705","8002","1329","7151","1222","6103","1221","3581","906","5737","1276","1226","641","3094","929","902","461","280","366","235","228","7712","1222","530","396","2890","997","2249","653","1752","753","291","257","5245","1061","0","216","1439","680","1429","619","1607","823","770","525","8133","1298","234","248","579","342","2571","861","2464","990","2285","802"
"0500000US08001","Adams County, Colorado","171977","1803","8249","1630","43339","3495","65729","3525","32099","2446","22561","2165","39451","2969","4236","1078","26468","2525","5922","1439","1296","559","1529","709","52373","3087","2041","794","9564","1701","28397","2313","9098","1333","3273","931","29503","2554","825","583","3760","1106","10975","1528","9642","1718","4301","1100","50650","3158","1147","713","3547","1056","20435","2304","12063","1707","13458","1808"
"0500000US08005","Arapahoe County, Colorado","246302","1972","11293","1962","78668","4263","96337","4052","39686","3019","20318","1959","66797","3621","7513","1478","49123","3577","7973","1365","1517","490","671","418","83589","3823","2356","985","17467","2184","47372","2843","12292","1580","4102","1005","38729","3069","834","572","5970","1515","17091","2359","10931","1738","3903","879","57187","2686","590","329","6108","1364","23901","1997","14946","1963","11642","1617"
"0500000US08013","Boulder County, Colorado","131854","2047","7224","1313","40841","2703","52925","3064","23339","2493","7525","1180","39132","2511","4631","1014","26534","2173","6410","1375","1383","645","174","175","48585","2663","1264","626","9365","1623","27896","2029","7562","1493","2498","765","19474","2051","706","449","3284","801","7171","1522","6904","1427","1409","581","24663","2164","623","346","1658","890","11448","1487","7490","1726","3444","887"
