Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI
5/1/2021,47147,17,Robertson ,TN,23,16534,16534,27.2,16490,30,7045,63.9,98.1,21693,30.2,21691,35.6,21543,39.2,8042,72.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,1065,17,Hale ,AL,31.4,4599,4599,37.2,4578,40.6,1913,66.3,92.1,5876,40.1,5876,47.5,5834,51.7,2280,79,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/1/2021,18075,17,Jay ,IN,23.8,4871,4871,28.6,4858,31.8,2609,69.1,98.5,5459,26.7,5458,32.1,5421,35.5,2780,73.6,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,29115,17,Linn ,MO,27.2,3244,3244,31.9,3239,35.4,1687,66.2,90.7,3793,31.8,3792,37.3,3783,41.4,1827,71.7,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,29195,17,Saline ,MO,27.6,6282,6282,32.3,6273,35.5,2777,65.3,90.7,7414,32.6,7413,38.1,7390,41.8,3013,70.8,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,56013,17,Fremont ,WY,34.1,13399,13399,41.1,13268,45.3,5435,73.6,96.8,15927,40.6,15922,48.8,15732,53.8,5999,81.2,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,27015,17,Brown ,MN,42.1,10519,10519,49,10463,53.5,4926,92.3,95.4,12521,50.1,12520,58.4,12384,63.3,5180,97.1,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
5/1/2021,53049,17,Pacific ,WA,32.7,7351,7351,36.3,7316,38.4,4669,64.5,95.7,9181,40.9,9181,45.3,9058,47.6,5100,70.5,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,25015,17,Hampshire ,MA,32.1,51657,51657,35.2,51329,37.3,21129,73.3,87.9,78208,48.6,78208,53.3,76624,55.7,25043,86.9,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,High VC/Low SVI
5/1/2021,29051,17,Cole ,MO,28.7,22057,22057,33.6,22010,36.8,9229,69.4,90.7,27908,36.4,27906,42.4,27681,46.3,10516,79.1,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,47161,17,Stewart ,TN,20.4,2795,2795,23.4,2793,25.7,1560,55.1,98.1,3638,26.5,3638,30.5,3628,33.4,1810,63.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,39145,17,Scioto ,OH,28.6,21531,21531,33.3,21347,36.2,8313,59.3,97.5,22988,30.5,22986,35.5,22744,38.5,8783,62.6,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,39139,17,Richland ,OH,26.3,31883,31883,30.6,31795,33.5,15486,64.7,97.5,35709,29.5,35709,34.3,35509,37.4,16249,67.9,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,56037,17,Sweetwater ,WY,22.9,9712,9712,27.6,9681,30.9,3815,69.5,96.8,12173,28.7,12172,34.6,12084,38.5,4223,76.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,48485,17,Wichita ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,High,,,,
5/1/2021,19071,17,Fremont ,IA,32.5,2260,2260,37.9,2255,41.6,1202,73.8,97.4,2667,38.3,2667,44.8,2652,48.9,1285,78.9,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,42017,17,Bucks ,PA,33.1,207676,207662,37.8,206762,41.2,81546,67.5,92.4,315851,50.3,315820,57.5,312005,62.2,106132,87.9,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,36009,17,Cattaraugus ,NY,30.9,23558,23557,36,23491,39.5,9966,66.3,97.2,28639,37.6,28637,43.7,28336,47.6,11154,74.3,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,44005,17,Newport ,RI,39.8,32678,32678,44.6,32590,47.7,14133,75.6,94.7,44535,54.3,,0,,0,,0,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,48001,17,Anderson ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,High,,,,
5/1/2021,26159,17,Van Buren ,MI,30,22713,22713,35.3,22636,38.9,9532,67.5,94.8,29223,38.6,29222,45.5,28931,49.7,10682,75.6,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,18181,17,White ,IN,28.8,6951,6951,34,6943,37.5,3893,79.4,98.5,9030,37.5,9030,44.2,8977,48.5,4247,86.7,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,High VC/Low SVI
5/1/2021,13093,17,Dooly ,GA,6.5,867,867,7.2,864,7.7,419,14.8,48.6,1109,8.3,1108,9.2,1089,9.7,492,17.4,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,17187,17,Warren ,IL,27.5,4638,4638,32.1,4624,35,2259,66.5,97.5,6080,36.1,6079,42.1,5975,45.2,2614,76.9,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,36101,17,Steuben ,NY,33.6,32033,32033,38.9,31819,42.4,12556,65.4,97.2,38244,40.1,38241,46.5,37729,50.2,13877,72.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,27169,17,Winona ,MN,39.5,19944,19941,44.6,19700,47.5,7215,81.1,95.4,23393,46.3,23390,52.3,22991,55.4,7972,89.6,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,21063,17,Elliott ,KY,20.4,1533,1533,23.1,1533,24.8,530,34.6,93.4,1764,23.5,1764,26.5,1763,28.5,595,38.9,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,16055,17,Kootenai ,ID,26.3,43546,43539,30.8,43538,34,20856,64.8,98,52901,31.9,52894,37.5,52888,41.2,23693,73.6,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,2261,17,Valdez-Cordova Census Area,AK,37,3401,3401,43.9,3365,47.7,864,65.1,97.7,3907,42.5,3907,50.4,3858,54.7,927,69.8,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,5005,17,Baxter ,AR,25.9,10867,10867,29.2,10808,31.4,6568,50.3,89,13997,33.4,13997,37.6,13916,40.4,8136,62.3,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,5119,17,Pulaski ,AR,30.1,117930,117928,35.6,116532,38.6,40735,64.6,89,148835,38,148805,45,146140,48.5,46356,73.6,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,22007,17,Assumption Parish,LA,21.3,4663,4663,24.6,4654,27,2329,56.7,95.2,5567,25.4,5567,29.4,5551,32.2,2591,63.1,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,5113,17,Polk ,AR,17.1,3410,3409,20,3392,22,1672,35.4,89,4581,22.9,4580,26.8,4553,29.5,2191,46.4,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/1/2021,31089,17,Holt ,NE,23.8,2391,2391,28.6,2390,31.8,1195,54,86.6,2612,25.9,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,54051,17,Marshall ,WV,6.5,1994,1992,7.4,1977,8,937,13.3,53.5,2281,7.5,2279,8.5,2257,9.1,1050,15,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
5/1/2021,21027,17,Breckinridge ,KY,24.6,5045,5045,28.8,5031,31.7,2424,59.9,93.4,6053,29.6,6053,34.6,6008,37.9,2667,65.9,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,36045,17,Jefferson ,NY,37.3,41007,41007,45,40816,48.9,12579,80.6,97.2,48466,44.1,48466,53.2,48084,57.6,13364,85.6,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,48497,17,Wise ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/1/2021,31149,17,Rock ,NE,22.8,309,309,26.3,308,28.8,158,43.6,86.6,,0,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI
5/1/2021,42111,17,Somerset ,PA,27.9,20471,20470,31.4,20421,33.8,9976,59.1,92.4,25697,35,25696,39.4,25562,42.3,11959,70.9,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,27103,17,Nicollet ,MN,36.2,12421,12421,42.3,12316,46,4427,77.4,95.4,15731,45.9,15730,53.6,15460,57.8,4708,82.3,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,21135,17,Lewis ,KY,17,2251,2251,19.7,2250,21.7,1006,40.9,93.4,2861,21.6,2861,25.1,2858,27.6,1156,47,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,24029,17,Kent ,MD,40.3,7826,7826,44.8,7813,47.6,4242,80.6,98.8,9966,51.3,9966,57,9911,60.3,4651,88.4,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,17043,17,DuPage ,IL,34.4,317439,317436,40.2,315198,44.1,108959,73.1,97.5,496931,53.8,496908,63,485685,67.9,137099,92,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,51690,17,Martinsville city,VA,0.3,34,34,0.3,34,0.4,12,0.5,50,44,0.4,44,0.4,44,0.5,16,0.7,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,72127,17,San Juan Municipio,PR,24.8,79115,79104,27.9,79022,30.2,30464,56.3,96,114094,35.8,114060,40.2,112794,43.2,36811,68,Low,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,28125,17,Sharkey ,MS,27.6,1191,1191,32.7,1189,36.5,546,63,98.6,1430,33.1,1430,39.3,1427,43.9,600,69.3,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,30083,17,Richland ,MT,20.3,2194,2193,24.4,2193,27.1,1032,62.2,95.8,2446,22.6,2444,27.2,2443,30.1,1086,65.4,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,13155,17,Irwin ,GA,4.2,394,394,4.8,392,5.3,222,13.1,48.6,477,5.1,477,5.8,475,6.4,244,14.4,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,4001,17,Apache ,AZ,47.2,33937,33934,57.2,32191,61.4,8573,75.6,97.6,40162,55.9,40154,67.7,37873,72.2,9682,85.4,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
5/1/2021,34025,17,Monmouth ,NJ,33.6,207979,207977,38.6,207204,42.3,73839,65.6,90.8,299876,48.5,299856,55.6,296885,60.7,90804,80.7,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,27011,17,Big Stone ,MN,47.1,2353,2352,55,2340,59.8,1133,84.6,95.4,2671,53.5,2670,62.4,2627,67.1,1211,90.4,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
5/1/2021,48121,17,Denton ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low,,,,
5/1/2021,53071,17,Walla Walla ,WA,36.2,21989,21988,41.8,21840,45.3,8360,73.6,95.7,26936,44.3,26935,51.2,26549,55.1,9383,82.6,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,45011,17,Barnwell ,SC,23.5,4906,4906,27.8,4895,30.7,2325,59,93.3,6117,29.3,6116,34.6,6087,38.2,2588,65.6,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,1101,17,Montgomery ,AL,23.9,54243,54243,28.5,53972,31.1,19281,54.6,92.1,77624,34.3,77619,40.7,76913,44.3,25849,73.3,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,21107,17,Hopkins ,KY,29.8,13305,13305,35,13252,38.3,5964,70.2,93.4,15121,33.8,15121,39.7,15028,43.5,6358,74.9,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,12035,17,Flagler ,FL,34.2,39402,39402,38.2,39349,41,25822,71.9,98.8,52905,46,52902,51.2,52554,54.8,29538,82.3,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,2164,17,Lake and Peninsula Borough,AK,39.1,623,623,48.7,620,54.6,116,63.4,97.7,733,46,733,57.3,708,62.3,130,71,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,Mod-High VC/High SVI
5/1/2021,5033,17,Crawford ,AR,19.4,12261,12259,23,12228,25.5,5330,49.1,89,15945,25.2,15940,29.9,15807,33,6242,57.5,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,35031,17,McKinley ,NM,50.8,36244,36236,62.2,34462,67.2,7369,80.1,76.1,40182,56.3,40164,68.9,38121,74.3,8747,95.1,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
5/1/2021,72091,17,Manati Municipio,PR,26.8,10003,10002,30.1,9997,32.7,3899,61.5,96,13713,36.8,13709,41.2,13547,44.3,4425,69.8,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,40003,17,Alfalfa ,OK,32.5,1856,1856,37.5,1852,40.3,727,62.9,93.1,2038,35.7,2037,41.2,2034,44.2,800,69.3,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,27107,17,Norman ,MN,38.4,2449,2449,45.5,2410,49.9,995,72.6,95.4,2751,43.2,2750,51.1,2704,56,1099,80.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,1113,17,Russell ,AL,17.5,10159,10159,21,10117,23,4671,54.4,92.1,13536,23.4,13536,28,13456,30.6,5643,65.7,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,29055,17,Crawford ,MO,16.4,3917,3917,19.1,3912,21.1,2115,44,90.7,5033,21,5033,24.5,5010,27,2449,50.9,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/1/2021,29045,17,Clark ,MO,15.2,1035,1035,17.8,1034,19.6,556,38.1,90.7,1292,19,1292,22.2,1291,24.5,631,43.2,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
5/1/2021,19107,17,Keokuk ,IA,29.3,3001,3001,34.5,2998,38,1578,69.9,97.4,3621,35.3,3621,41.6,3608,45.8,1707,75.6,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,42113,17,Sullivan ,PA,27.6,1672,1672,29.5,1671,30.8,947,53.8,92.4,3331,54.9,3331,58.7,3324,61.2,1828,99.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,29023,17,Butler ,MO,17.7,7499,7499,20.9,7493,23,3829,47,90.7,9390,22.1,9390,26.1,9365,28.7,4451,54.6,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/1/2021,72005,17,Aguadilla Municipio,PR,22.9,11498,11496,25.6,11489,27.9,4690,54.9,96,16367,32.6,16362,36.5,16206,39.3,5321,62.3,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,72007,17,Aguas Buenas Municipio,PR,26,6442,6442,29.1,6440,31.6,2379,56.4,96,8965,36.1,8963,40.5,8874,43.6,2833,67.2,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,18011,17,Boone ,IN,36.8,24950,24950,44.3,24859,49.5,7881,84.4,98.5,31731,46.8,31731,56.3,31187,62.1,8279,88.6,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,UNK,17,Unknown ,CT,0,23387,23377,0,23320,0,4896,0,98.3,32279,0,32263,0,32021,0,5867,0,,,,,
5/1/2021,20011,17,Bourbon ,KS,21.3,3098,3098,25.6,3097,28.6,1546,52.6,93.1,3624,24.9,3624,29.9,3615,33.4,1690,57.5,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,23023,17,Sagadahoc ,ME,40.1,14376,14376,45.6,14351,49.4,7110,87.1,95.5,19577,54.6,19574,62.1,19252,66.3,7388,90.5,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,55051,17,Iron ,WI,41.1,2339,2339,45.2,2329,48.2,1356,74.4,97.2,2701,47.5,2701,52.2,2666,55.2,1429,78.4,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,48027,17,Bell ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,High,,,,
5/1/2021,48493,17,Wilson ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low-Mod,,,,
5/1/2021,8097,17,Pitkin ,CO,18.5,3290,3290,20.4,3275,21.6,543,15.1,66.3,4457,25.1,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
5/1/2021,26131,17,Ontonagon ,MI,47.2,2698,2698,50.7,2698,53.9,1524,70.8,94.8,3195,55.9,3195,60,3193,63.8,1663,77.2,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,40063,17,Hughes ,OK,26.2,3480,3480,30.6,3465,33.4,1522,60.4,93.1,3941,29.7,3941,34.7,3920,37.7,1615,64.1,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,12055,17,Highlands ,FL,26.8,28501,28500,30.2,28492,32.2,21270,55.6,98.8,42608,40.1,42602,45.1,42518,48.1,29002,75.7,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,23025,17,Somerset ,ME,32.6,16467,16466,36.9,16459,40.1,8092,75.1,95.5,20463,40.5,20461,45.9,20322,49.5,8669,80.5,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,13043,17,Candler ,GA,5.8,631,631,7,631,7.8,258,12.8,48.6,804,7.4,804,8.9,802,9.9,301,15,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,18065,17,Henry ,IN,28.1,13484,13484,32.2,13455,35.2,6718,72.5,98.5,16289,34,16289,38.9,16150,42.2,7082,76.4,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,28011,17,Bolivar ,MS,31.4,9613,9613,37.6,9591,41.4,3621,72.5,98.6,11028,36,11026,43.2,10984,47.5,4050,81,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
5/1/2021,48297,17,Live Oak ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/1/2021,27113,17,Pennington ,MN,30.2,4258,4258,35.6,4232,38.8,1742,65.5,95.4,4968,35.2,4967,41.5,4865,44.6,1773,66.7,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,72047,17,Corozal Municipio,PR,23.4,7549,7548,26.2,7545,28.5,2847,51.9,96,10959,33.9,10958,38,10816,40.8,3414,62.2,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,46079,17,Lake ,SD,27.7,3550,3550,32,3539,34.6,1286,42.5,80.4,,0,,0,,0,,0,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI
5/1/2021,25011,17,Franklin ,MA,35,24581,24581,39.3,24449,42,10911,67.3,87.9,35816,51,35816,57.2,35132,60.4,12909,79.6,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,30015,17,Chouteau ,MT,20.3,1143,1143,23.3,1142,26.1,581,48.7,95.8,1345,23.9,1345,27.4,1334,30.5,649,54.4,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
5/1/2021,18005,17,Bartholomew ,IN,29.4,24602,24602,34.9,24528,38.4,10399,75.1,98.5,32652,39,32652,46.3,32173,50.3,10776,77.8,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,40093,17,Major ,OK,29.8,2274,2274,35.9,2267,40,1212,77.5,93.1,2637,34.6,2637,41.6,2622,46.3,1332,85.2,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,46037,17,Day ,SD,35.2,1907,1907,41.1,1902,45.2,878,61.8,80.4,,0,,0,,0,,0,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,45015,17,Berkeley ,SC,20.8,47301,47298,24.7,47007,27.1,19443,60.2,93.3,61331,26.9,61323,32,60530,34.8,20971,65,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,56019,17,Johnson ,WY,28.2,2382,2382,32.6,2378,35.9,1275,61.4,96.8,2644,31.3,2644,36.2,2636,39.8,1347,64.8,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,37041,17,Chowan ,NC,29,4041,4040,33.2,4031,36.1,2071,58.8,96.4,5623,40.3,5621,46.2,5602,50.2,2739,77.8,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,48361,17,Orange ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/1/2021,16079,17,Shoshone ,ID,27.9,3593,3593,32.3,3593,35.1,2060,69.1,98,4083,31.7,4083,36.8,4083,39.9,2239,75.1,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,46081,17,Lawrence ,SD,26.5,6856,6856,29.8,6815,32,3165,53.5,80.4,,0,,0,,0,,0,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
